sa_clli,clli,site_name,address,phone_line,emergency_line,latitude,longitude,contact_and_site_access,other_site_information,type,sub_type,manager,plant
TOROON46,NYRKONMG,RELIANCE HOME COMFORT LIMITED,,,,43.77424,-79.32606,,,Building,N/A,Michael Buisman,9528
OKVLON30,OKVLON30,,,,,43.45567,-79.66623,,,Building,N/A,Michael Buisman,9528
ORLLON11,ORLLON01,,"92 Barrie Road, Orillia, ON",,,44.603185,-79.419833,,,Building,N/A,Michael Buisman,9528
ORLLON11,ORLLON11,,,,,44.60718,-79.41844,,,Building,N/A,Michael Buisman,9528
ORLLON11,ORLLONBF,,,,,44.604749,-79.424825,,,Building,N/A,Michael Buisman,9528
ORLLON11,ORLLONEH,,,,,44.60649,-79.40285,,,Building,N/A,Michael Buisman,9528
RMHLON34,RMHLON34,,,,,43.87688,-79.43975,,,Building,N/A,Michael Buisman,9528
RUTRONAA,RUTRONAA,,,,,46.104167,-80.659444,,,Building,N/A,Michael Buisman,9528
SDBRON98,SDBRON98,,,,,46.489725,-80.990106,,,Building,N/A,Michael Buisman,9528
SDBRON98,SDBRONAF,,,,,46.491175,-80.989301,,,Building,N/A,Michael Buisman,9528
SDBRONGU,SDBRONGU,,,,,46.491667,-80.9975,,,Building,N/A,Michael Buisman,9528
SDBRONGU,SDBRONME,,,,,46.489455,-80.990682,,,Building,N/A,Michael Buisman,9528
SHHNONAA,SHHNONAA,,,,,46.941111,-81.798056,,,Building,N/A,Michael Buisman,9528
SPNHON46,SPTRONAC,,,,,46.212377,-82.538176,,,Building,N/A,Michael Buisman,9528
SRBHONBG,SRBHONBG,,,,,43.77722,-79.25121,,,Building,N/A,Michael Buisman,9528
SSMRON94,SSMRON94,,,,,46.51328,-84.33578,,,Building,N/A,Michael Buisman,9528
SSMRON94,SSMRONAQ,,,,,46.509108,-84.335139,,,Building,N/A,Michael Buisman,9528
SSVLON39,SSVLON39,,,,,43.58083,-79.71409,,,Building,N/A,Michael Buisman,9528
SSVLONAA,SSVLONAA,,,,,43.5856,-79.7279,,,Building,N/A,Michael Buisman,9528
TNHLON40,TNHLON23,,,,,43.8413,-79.37557,,,Building,N/A,Michael Buisman,9528
TNHLON40,TNHLON40,,,,,43.81518,-79.42496,,,Building,N/A,Michael Buisman,9528
TORDONDX,TORDONDX,,,,,43.64023,-79.39331,,,Building,N/A,Michael Buisman,9528
TORDONYE,TORDONYE,,,,,43.64342,-79.38117,,,Building,N/A,Michael Buisman,9528
TOROON27,TORFONCU,,,,,43.602733,-79.540032,,,Building,N/A,Michael Buisman,9528
TOROON01,TORKONVO,,,,,43.65086,-79.36195,,,Building,N/A,Michael Buisman,9528
TOROON01,TOROON01,,,,,43.65009,-79.3818,,,Building,N/A,Michael Buisman,9528
TOROON02,TOROON02,,,,,43.67139,-79.38587,,,Building,N/A,Michael Buisman,9528
TOROON04,TOROON04,,,,,43.67978,-79.29761,,,Building,N/A,Michael Buisman,9528
TOROON05,TOROON05,,,,,43.718267,-79.377704,,,Building,N/A,Michael Buisman,9528
TOROON06,TOROON06,,,,,43.70751,-79.39642,,,Building,N/A,Michael Buisman,9528
TOROON07,TOROON07,,,,,43.70481,-79.43922,,,Building,N/A,Michael Buisman,9528
TOROON09,TOROON09,,,,,43.66092,-79.43607,,,Building,N/A,Michael Buisman,9528
TOROON10,TOROON10,,,,,43.68412,-79.45322,,,Building,N/A,Michael Buisman,9528
TOROON21,TOROON21,,,,,43.78451,-79.28009,,,Building,N/A,Michael Buisman,9528
TOROON26,TOROON26,,,,,43.64537,-79.51974,,,Building,N/A,Michael Buisman,9528
TOROON27,TOROON27,,,,,43.60261,-79.50641,,,Building,N/A,Michael Buisman,9528
TOROON29,TOROON29,,,,,43.64437,-79.57976,,,Building,N/A,Michael Buisman,9528
TOROON36,TOROON36,,,,,43.72125,-79.30079,,,Building,N/A,Michael Buisman,9528
TOROON43,TOROON43,,,,,43.7387,-79.56652,,,Building,N/A,Michael Buisman,9528
TOROON44,TOROON44,,,,,43.69927,-79.51589,,,Building,N/A,Michael Buisman,9528
TOROON45,TOROON45,,,,,43.75812,-79.46029,,,Building,N/A,Michael Buisman,9528
TOROON46,TOROON46,,,,,43.74412,-79.34608,,,Building,N/A,Michael Buisman,9528
TOROON47,TOROON47,,,,,43.779037,-79.418232,,,Building,N/A,Michael Buisman,9528
TOROON48,TOROON48,,,,,43.79019,-79.33556,,,Building,N/A,Michael Buisman,9528
TOROON61,TOROON61,,,,,43.78232,-79.47756,,,Building,N/A,Michael Buisman,9528
TOROON63,TOROON63,,,,,43.6527,-79.38903,,,Building,N/A,Michael Buisman,9528
TOROON63,TOROONAM,,,,,43.64328,-79.38984,,,Building,N/A,Michael Buisman,9528
TOROONAU,TOROONAU,,,,,43.774382,-79.494066,,,Building,N/A,Michael Buisman,9528
TOROON46,TOROONBF,,,,,43.72461,-79.34455,,,Building,N/A,Michael Buisman,9528
TOROON01,TOROONCP,,,,,43.64877,-79.38167,,,Building,N/A,Michael Buisman,9528
TOROONDD,TOROONDD,,,,,43.661037,-79.383947,,,Building,N/A,Michael Buisman,9528
TOROON47,TOROONEK,,,,,43.78017,-79.41591,,,Building,N/A,Michael Buisman,9528
TOROON50,TOROONGF,,,,,43.78039,-79.24513,,,Building,N/A,Michael Buisman,9528
TOROONHB,TOROONHB,,,,,43.64167,-79.41219,,,Building,N/A,Michael Buisman,9528
TOROONKW,TOROONHF,,,,,43.64756,-79.37654,,,Building,N/A,Michael Buisman,9528
TOROONKX,TOROONKX,,,,,43.64652,-79.37874,,,Building,N/A,Michael Buisman,9528
TOROON63,TOROONLF,,,,,43.64309,-79.3916,,,Building,N/A,Michael Buisman,9528
TOROONNL,TOROONNL,,,,,43.65357,-79.38706,,,Building,N/A,Michael Buisman,9528
TOROONPK,TOROONPK,,,,,43.76965,-79.331,,,Building,N/A,Michael Buisman,9528
TOROONKW,TOROONPT,,"100 Consilium Pl Suite 200, Scarborough, ON M1H 3E3",,,43.77705,-79.25231,,,Building,N/A,Michael Buisman,9528
TOROONSY,TOROONSY,,,,,43.64721,-79.37933,,,Building,N/A,Michael Buisman,9528
TOROONTR,TOROONTR,,,,,43.64272,-79.37405,,,Building,N/A,Michael Buisman,9528
TOROONUH,TOROONUH,,,,,43.76602,-79.4124,,,Building,N/A,Michael Buisman,9528
TOROONWR,TOROONWR,,,,,43.65399,-79.38717,,,Building,N/A,Michael Buisman,9528
TOROONKW,TOROONXD,,,,,43.79908,-79.19948,,,Building,N/A,Michael Buisman,9528
TOROONXN,TOROONXN,,,,,43.64476,-79.38391,,,Building,N/A,Michael Buisman,9528
TOROONZD,TOROONZD,,,,,43.64786,-79.38202,,,Building,N/A,Michael Buisman,9528
TOROONZY,TOROONZY,,,,,43.72932,-79.5271,,,Building,N/A,Michael Buisman,9528
TORTONXL,TORTONDB,,,,,43.64823,-79.37952,,,Building,N/A,Michael Buisman,9528
TOROON02,TORTONDS,,,,,43.66988,-79.39016,,,Building,N/A,Michael Buisman,9528
TORUONVP,TORUONVP,,,,,43.69607,-79.58804,,,Building,N/A,Michael Buisman,9528
TOROON01,TORUONVQ,,,,,43.65122,-79.37579,,,Building,N/A,Michael Buisman,9528
TOROON63,TORWON70,,,,,43.72726,-79.33494,,,Building,N/A,Michael Buisman,9528
TOROON63,TORWONZJ,,,,,43.64286,-79.39273,,,Building,N/A,Michael Buisman,9528
TOROON63,TORXONPR,,,,,43.64145,-79.39125,,,Building,N/A,Michael Buisman,9528
TOROON63,TORYONTD,,"1 Mt Pleasant Rd, Toronto, ON M4Y 2Y5",,,46.67003,-79.37937,,,Building,N/A,Michael Buisman,9528
TORZONNC,TORZONNC,,,,,43.7252921,-79.4875831,,,Building,N/A,Michael Buisman,9528
TSLNON82,TSLNONAU,,,,,46.255466,-83.55766,,,Building,N/A,Michael Buisman,9528
UNVLON55,UNVLON55,,,,,43.84295,-79.30378,,,Building,N/A,Michael Buisman,9528
UNVLONAA,UNVLONAA,,,,,43.83347,-79.32027,,,Building,N/A,Michael Buisman,9528
UNVLONSA,UNVLONSA,,,,,43.816584,-79.338284,,,Building,N/A,Michael Buisman,9528
WDBGON48,WDBGON48,,,,,43.781676,-79.583815,,,Building,N/A,Michael Buisman,9528
WMLKONAA,WMLKONAA,,,,,47.514167,-82.586944,,,Building,N/A,Michael Buisman,9528
ATHONSAA,ATHONSAA,Athol FOTS,112 Athol Station Rd. Athol N.S B0L 1B0,,,45.687889,-64.214832,"Gate compound code 3-9-3-9
Door #3
ONA9.1 Key",,Building,FOT,Fernand Rancourt,9529
BLUBNBAA,BLUBNBAA,Bluebell FOTS,"1293 Route 395 Blue Bell N.B, E7G 3V7",,,46.949245,-67.535047,"Gate compound code 3-9-3-9
<br>Door #3
<br>ONA9.1 Key
<br>",,Building,FOT,Fernand Rancourt,9529
CHMNNBAE,CHMNNBAE,Chipman FOTS,"36 Hillcrest Avenue, Chipman N.B, E4A 1X9",,,46.17633855,-65.87484477,"Gate compound code 3-9-3-9
<br>Door #3
<br>ONA9.1 Key
<br>",,Building,FOT,Fernand Rancourt,9529
DRMONSAP,DRMONSAP,Brownlow,201 Brownlow Ave. Dartmouth N.S B3B 1T5,,,44.69755192,-63.58078223,"Cushma&Wakefield (902)468-8545, MTR, Abloy key MAA1.1 Key",,Building,Customer premise,Fernand Rancourt,9529
DRMONSHI,DRMONSHI,Metropolitan Place,"99 Wyse Rd. Dartmouth N.S, B3A 4S5",,,44.66916,-63.5766,Concord Premier Property Mgt (902)468-4140 Abloy key MAA1.1 Key,,Building,Customer premise,Fernand Rancourt,9529
DRMONS05,DRMONSNS,Morris Place,"10 Morris Dr. Dartmouth N.S, B3L 4W8",,,44.70721,-63.61255,"Cushman&Wakefield (902)468-8545, MTR, Abloy key MAA1.1 Key",,Building,Customer premise,Fernand Rancourt,
EDMNNBAG,EDMNNBAG,Edmundston FOTS,"194 St-Francois Street N.B, E3V 1E9",,,47.360706,-68.341,"Gate compound code 3-9-3-9
Door #3
ONA9.1 Key",,Building,FOT,Fernand Rancourt,9529
FCTNNBSC,FCTNNBSC,,"131 CARLETON ,FREDERICTON NB E3B3T5",,,45.9605274,-66.6422329,,,Building,N/A,Fernand Rancourt,
HLFXNS01,HLFXNS01,Halifax Co-Locate,"5788 North St. Halifax N.S, B3K 1N7",,,44.6550143,-63.5943434,2nd Flr Line ups: 221+237  Bell ID pass req'd,,Building,Colocation,Fernand Rancourt,9529
HLFXNSAK,HLFXNSAK,Duke Tower,"5251 Duke St. Hlaifax N.S, B3J 3S1",,,44.64974,-63.5763,"Crombie Reit (902) 429-3660, 2nd Flr MTR, Abloy key MAA1.1 Key",,Building,Customer premise,Fernand Rancourt,9529
HLFXNSAL,HLFXNSAL,,"1969 UPPER WATER ,Halifax NS B3J3R7",,,44.652417,-63.5748072,,,Building,N/A,Fernand Rancourt,9529
HLFXNSCG,HLFXNSCG,Cogswell Tower,"2000 Barrington St. Halifax N.S, B3J 3K1",,,44.65106,-63.57776,"Crombie Reit (902) 429-3660, P5 parkade MTR, Abloy key MAA1.1 Key",,Building,Customer premise,Fernand Rancourt,9529
HLFXNSYT,HLFXNSYT,Young Tower,"6080 Young St. Hlaifax N.S, B3K 5I2",,,44.65864504,-63.60278937,Steve Halverson (902) 209-8738 access card req'd for basement                                           Abloy key MAA1.1 Key,,Building,Customer premise,Fernand Rancourt,9529
MCTNNBDS,MCTNNBDS,Moncton FOTS,"115 Albert St. Moncton N.B, E1C 1B3",,,46.078168,-64.793419,"Gate compound code 3-9-3-9
<br>Door #3
<br>ONA9.1 Key
<br>",,Building,FOT,Fernand Rancourt,9529
MCTNNBSA,MCTNNBSA,,,,,46.08967,-64.77669,,,Building,N/A,Fernand Rancourt,9529
MCTNNBSA,MCTNNBSW,,,,,46.08452,-64.77876,,,Building,N/A,Fernand Rancourt,9529
MCTONBCK,MCTONBCK,,,,,46.134573,-64.718583,,,Building,N/A,Fernand Rancourt,9529
NPGNNBAA,NPGNNBAA,Napadogan FOTS,"12 Alpha St. Napadogan N.B, E6B 1Y6",,,46.412704,-66.933952,"Gate compound code 3-9-3-9
<br>Door #3
<br>ONA9.1 Key
<br>",,Building,FOT,Fernand Rancourt,9529
STJHNF01,STJHNF75,Place Duffy,17 Duffy Place,,,47.56156927,-52.77533556,,,Building,N/A,Fernand Rancourt,9528
TRURNSAQ,TRURNSAQ,Truro FOTS,"85 Young St. Truro N.S, B2N 3W8",,,45.362575,-63.273801,"Gate compound code 3-9-3-9
<br>Door #3
<br>ONA9.1 Key
<br>",,Building,FOT,Fernand Rancourt,9529
AGSHPQ,AGSHPQXQ,Central Aguanish,"50.235231, -62.0593",418-533-1005,,50.23499939,-62.05903446,,,Building,CO,Hugues Mathieu,9533
BJBTPQ,BJBTPQXQ,Central Baie-Johan-Beetz,"Route Du Quai, Baie-Johan-Beetz, QC, Canada",418-539-1005,,50.293024,-62.801703,Radio,COMPTEUR HYDRO 392J4067224,Building,CO,Hugues Mathieu,9533
HSTPPQ,HSTPPQU7001,ERA #1 Havre-Saint-Pierre,"918 RUE DU CANOT , HAVRE ST-PIERRE , QC , G0G 1P0 , CANADA",,,50.24409891,-63.59176094,,,Remote cabinet,RDAC,Hugues Mathieu,9533
HSTPPQ,HSTPPQU7002,ERA #2 Havre-Saint-Pierre,"1508 Boul des Acadiens , HAVRE ST-PIERRE , QC , G0G 1P0 , CANADA",,,50.25276351,-63.5848978,,,Remote cabinet,RDAC,Hugues Mathieu,9533
HSTPPQ,HSTPPQXQ,Central Havre-Saint-Pierre,"1148 Rue de la Digue, Havre-Saint-Pierre, QC, G0G 1P0, Canada",418-538-1005,,50.24456032,-63.59985401,,,Building,CO,Hugues Mathieu,9533
HSTPPQ,HSTPPQXR,Radio Havre-Saint-Pierre,"Route 138 , Havre-Saint-Pierre , QC , G0G 1P0 , CANADA",418-538-1080,,50.27226457,-63.6792038,Radio,,Building,CO,Hugues Mathieu,9533
HSTPPQ,HSTPPQXS,Central Pointe-Butler,"5560 Route 138, Pointe-Butler, QC, G0G 1P0, Canada",418-538-1082,,50.29803182,-63.88643978,Pointe Butler,,Building,CO,Hugues Mathieu,9533
NTQNPQ,KGKAPQXR,Central Kegaska,"50.180059, -61.266595",418-726-1105,,50.180059,-61.266595,Radio,,Building,CO,Hugues Mathieu,9533
RSTJPQ,LPNMPQXQ,Central Longue-Pointe-de-Mingan,"13 Rue Du Bord De La Mer, Longue-Pointe-de-Mingan, QC G0G 1V0, Canada",418-949-1005,,50.267272,-64.141161,,,Building,CO,Hugues Mathieu,9533
RSTJPQ,MNGNPQXQ,Central Mingan,"46 rue Mistamehkanau, Mingan , QC , G0G 1V0 , CANADA",418-949-1107,,50.288654,-64.028213,,,Building,CO,Hugues Mathieu,9533
NTQNPQ,NTQNPQU7000,ERA #2 Natashquan,"81 Chemin d'en Haut, Natashquan, QC G0G 2E0, Canada",,,50.18456549,-61.81453228,,,Remote cabinet,RDAC,Hugues Mathieu,9533
NTQNPQ,NTQNPQU7001,ERA #1 Natashquan,"1 Allée des Gardiens de Phare, Natashquan, QC G0G 2E0, Canada",,,50.18546,-61.819168,,,Remote cabinet,RDAC,Hugues Mathieu,9533
NTQNPQ,NTQNPQXQ,Central Natashquan,"Village du poste, Natasquan, QC, G0G 2E0",418-726-1005,,50.15055578,-61.79582635,Radio,,Building,CO,Hugues Mathieu,9533
PTMRPQ,PTMRPQXQ,Central Port-Menier,"24 Rue des Menier, Port Menier (Anticosti), QC G0G 2Y0 ,Canada",418-535-1005,,49.8254292,-64.36447875,,,Building,CO,Hugues Mathieu,9534
RATRPQ,RATRPQXQ,Central Rivière-au-Tonnerre,"344 Route 138, Riviere-Au-Tonnerre, QC G0G 2V0, Canada",418-465-1005,,50.276296,-64.764302,"P.S. ​Prise ext. 240v + (une génératrice fixe manuelle pas assez puissante pour prendre la charge.)
 ",,Building,CO,Hugues Mathieu,9533
RATRPQ,RATRPQXR,Radio Rivière-au-Tonnerre,"Route 138, Rivière-au-Tonnerre, QC, G0E 2A0, Canada",418-465-1080,,50.2811973,-64.62329107,Radio,,Building,CO,Hugues Mathieu,9533
RSTJPQ,RSTJPQU7000,Cabinet Rivière-Saint-Jean,"rue de la rive et rue Des Épinettes, MAGPIE , QC , G0G 1X0 , CANADA",,,50.31302324,-64.49841387,,,Remote cabinet,Remote Cabinet,Hugues Mathieu,9533
RSTJPQ,RSTJPQXQ,Central Rivière-Saint-Jean,"400 rue St-Jean, Riviere Saint-Jean,QC,G0G 2N0,CANADA",418-949-1105,,50.291684,-64.328481,,,Building,CO,Hugues Mathieu,9533
LSANCARC,LSANCARC,Los Angeles  POP,,,,34.047901,-118.255524,,,Building,N/A,Andre MacKinnon,9537
ARMGPQ,ARMGPQU0000,CAB 4B Armagh,"8ieme rang, Armagh, QC G0R 1A0, Canada. (CIVIC : FRONT # 225 8ieme rang, Armagh)",418-466-2284,,46.717341,-70.591645,,,Remote cabinet,TA,Alexandre Lamarre,9532
ARMGPQ,ARMGPQXQ,Central Armagh,"8 rue Cadrin, Armagh, QC G0R 1A0, Canada",418-466-1005,418-248-1140,46.741811,-70.58961,,,Building,CO,Alexandre Lamarre,9532
STDBPQ,BCLDPQU0000,CAB 2B Buckland,"route Saint Charles, Buckland, QC G0R 1G0, Canada.  (CIVIC : FRONT # 2750 route Saint Charles, Buckland)",418-789-3191,,46.64635,-70.58199,,,Remote cabinet,TA,Alexandre Lamarre,9532
STDBPQ,BCLDPQXQ,Central Buckland,"4163 Route Principale, Buckland, QC G0R 1G0, Canada",418-789-1105,418-248-1148,46.614464,-70.552472,Approximatif etant donne la basse resolution de Google map a cet endroit,,Building,CO,Alexandre Lamarre,9532
SFSMPQ,BRTHPQXA,Central Berthier-sur-Mer,"2 route de Saint-Francois, Berthier-sur-Mer, QC G0R 1E0, Canada",418-259-1105,418-248-1145,46.924809,-70.731643,,,Building,CO,Alexandre Lamarre,9532
MTMGPQ,BTGNPQXA,FOT Bretagne,"46 rte 287 Sud, Bretagne, QC, G0L Canada",418-390-1674,,47.357737,-69.719195,,,Building,CO,Alexandre Lamarre,9532
CSTIPQ,CSTIPQU0000,CAB 2A Cap-Saint-Ignace,"chemin Bellevue Ouest, Cap-Saint-Ignace, QC G0R 1H0, Canada.  (CIVIC : FRONT # 351 chemin Bellevue Ouest, Cap-Saint-Ignace)",,,47.008357,-70.450749,,"418-246-1893, 418-246-5471",Remote cabinet,TA,Alexandre Lamarre,9532
CSTIPQ,CSTIPQU0002,CAB 2 Cap-Saint-Ignace,"chemin des Pionniers Ouest, Cap-Saint-Ignace, QC G0R 1H0, Canada.  (CIVIC : FRONT # 176 Chemin du Vieux Quai, Cap-Saint-Ignace)",418-246-1853,,47.015154,-70.484278,,,Remote cabinet,TA,Alexandre Lamarre,9532
CSTIPQ,CSTIPQU0003,ERA #1 Cap-Saint-Ignace,"834, Route du Souvenir, CAP-ST-IGNACE , MONTMAGNY , QC , G0R 1H0 , CANADA",,,47.032394,-70.441707,​ERA,,Remote cabinet,RDAC,Alexandre Lamarre,9532
CSTIPQ,CSTIPQXA,Hutte Chemin Bellevue,"1312 Route des Quatre Chemins, Cap-Saint-Ignace, QC G0R 1H0, Canada ‎",418-246-1105,418-246-1104,47.028186,-70.415035,chemin Bellevue,,Building,CO,Alexandre Lamarre,9532
CSTIPQ,CSTIPQXQ,Central Cap-Saint-Ignace,"64 rue du Manoir Est, Cap-Saint-Ignace, QC G0R 1H0, Canada",418-246-1005,418-248-1141,47.036683,-70.456578,"Le CO n'est pas directement sur la rue, situe derriere l'edifice municipal",,Building,CO,Alexandre Lamarre,9532
SJPJPQ,GRPRPQXA,Gros-Pélerin,"16 chemin Arago, Gros-Pellerin, QC, Canada",418-248-1081,,47.117219,-70.130088,La coordonne GPS correspond a la barriere du chemin. Acces difficile pour ce site 4X4 en ete et ski doo l'hiver.,,Building,CO,Alexandre Lamarre,9532
IGRUPQ,IGRUPQXC,Hutte Isle-aux-Grues,"100 Route du Quai, L'Isle-aux-Grues, QC G0R 1P0, Canada",418-248-1181,,47.062211,-70.547912,"Veuillez prendre note quepour la période hivernal 2015/16 les personnes contact pour le véhicule TELUS  à l’Île aux Grues sont Pierre Larouche et Johanne Bernier, Il faut les rejoindre au 418-241-8017. Ou résidence418-248-7124.
 
 En période estivale la VAN sera stationné à l’aéroport directement!
Pour ce qui est de la clé du véhicule, une clé se cache dans une boite à clé situé dans le compartiment à baguette sur le rack à échelle! Une clé NN est nécessaire pour l’ouvrir! Une autre clé sera en possession de Mr. Larouche.
 
 
À noter qu’une clé MEDECO (mobilité) est nécessaire pour entrer dans le site!! Une boite à clé a été installé dans la partie supérieur droit avec le code habituel soit 425.
 
Pour se rendre à l’ile il n’y a que 2 manière, soit par avion ou bateau en saison estival!!
 
Bateau :https://www.traversiers.com/fr/nos-traverses/traverse-lisle-aux-grues-montmagny/accueil/
 
         Pas obliger de réserver!
 
 
Par Avion :
 
Montmagny Air service 248-3545 ",,Building,CO,Alexandre Lamarre,9532
SJPJPQ,LCTSPQU0000,CAB 2B Saint-Aubert,"route du Lac Trois Saumons, Saint-Aubert, QC G0R 2R0, Canada.  (CIVIC : REAR # 530 route du Lac Trois Saumons, Saint-Aubert)",418-598-1456,,47.131233,-70.185636,,,Remote cabinet,TA,Alexandre Lamarre,9532
SJPJPQ,LCTSPQXA,Hutte Lac-Trois-Saumons,"78A chemin du tour du Lac, Lac Trois Saumons, Qc, Canada",418-598-1115,418-248-1147,47.136954,-70.150436,,,Building,CO,Alexandre Lamarre,9532
STPRPQ,LDPLPQXA,Hutte Lac-des-Plaines,"510 chemin du tour du Lac des Plaines , Saint-Cyrille-de-Lessard , QC , G0R 2W0 , CANADA",418-247-1106,418-247-1142,47.06611,-70.139036,,,Building,CO,Alexandre Lamarre,9532
SMBLPQ,LDTYPQU0000,CAB 6B La Durantaye,"Montee de la Station, Saint-Vallier, QC G0R 4J0, Canada (CIVIC : FRONT # 376 Montee de la Station, Saint-Vallier)",,,46.868519,-70.796904,,"418-884-3175, 418-884-4257",Remote cabinet,TA,Alexandre Lamarre,9532
SMBLPQ,LDTYPQU0001,CAB 1B La Durantaye,"300 4e rang O, La Durantaye, QC G0R 1W0, Canada",418-884-4354,,46.800501,-70.864477,,,Remote cabinet,TA,Alexandre Lamarre,9532
SMBLPQ,LDTYPQXQ,Central La Durantaye,"16 rue Olivier Morel, La Durantaye, QC G0R 1W0, Canada",418-884-1105,418-884-1140,46.838714,-70.852343,,,Building,CO,Alexandre Lamarre,9532
LISTPQ,LISTPQU0000,CAB 1B L'Islet,"rue des Pionniers Est, Saint-Jean-Port-Joli, QC G0R 3G0, Canada",418-247-5079,,47.138551,-70.352197,,,Remote cabinet,TA,Alexandre Lamarre,9532
LISTPQ,LISTPQU0001,CAB 2B L'Islet,"rue Des Pronniers, Saint-Jean-Port-Joli, QC G0R 3G0, Canada",418-247-3814,,47.1013563,-70.39989539,,,Remote cabinet,TA,Alexandre Lamarre,9532
LISTPQ,LISTPQXQ,Central L'Islet,"195 Blvd Nilus-Leclerc, L'Islet, QC G0R 2C0, Canada",418-247-1005,418-246-1140,47.109611,-70.358441,,,Building,CO,Alexandre Lamarre,9532
LPCTPQ,LPCTPQAF,Consortium La Pocatière,"97 Avenue De La Gare, La Pocatière, QC G0R 1Z0, Canada",,,47.361029,-70.025203,"Hutte consortium du côté sud du chemin de fer vis à vis la gare.  Passage à niveau à droite de la gare.  Porte de gauche, code de porte 45-3-12",,Building,FOT,Alexandre Lamarre,9532
SPMTPQ,MFDSPQXA,Hutte Massif Du Sud,"Massif Du Sud, St Paul De Montminy, Qc, Canada",418-469-1115,418-469-1104,46.622842,-70.486565,,,Building,CO,Alexandre Lamarre,9532
MTMGPQ,MTMGPQAJ,Centre de Service Montmagny,"167 4e Rue Montmagny, QC G5V 3L6, Canada",,,46.970119,-70.573752,,,Building,Compound,Alexandre Lamarre,9532
MTMGPQ,MTMGPQAL,FOT Montmagny,"14 1e rue Montmagny, QC G5V 3L8,Canada",,,46.972469,-70.561849,,,Building,FOT,Alexandre Lamarre,9532
MTMGPQ,MTMGPQRF,Consortium Montmagny,"6e Av / Avenue des Ateliers, Montmagny, Qc",418-248-1083,,46.969672,-70.568254,"​Hutte consortium Bell. Aucun équipement Telus à cette endroit, seulement des circuits livré aux autres fournisseurs.",,Building,FOT,Alexandre Lamarre,9532
MTMGPQ,MTMGPQU0000,CAB 1B Montmagny,Riviere du SUD Cote Sud. (CIVIC : FRONT # 260 Riviere du Sud Cote Sud),418-248-5048,,46.953346,-70.566958,,,Remote cabinet,TA,Alexandre Lamarre,9532
MTMGPQ,MTMGPQU0001,CAB 2B Montmagny,"chemin du Bras-Saint-Nicolas, Montmagny, QC G0R, Canada.(CIVIC : Intersection chemin du Bras-Saint-Nicolas et Trans-Montagne, Montmagny)",,,46.971608,-70.537141,,"418-241-5625, 418-248-2693",Remote cabinet,TA,Alexandre Lamarre,9532
MTMGPQ,MTMGPQU7000,ERA #1 Montmagny,"84 rue Saint Nicolas, Montmagny, QC G5V, Canada",,,46.97556019,-70.55431724,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
MTMGPQ,MTMGPQU7001,ERA #2 Montmagny,"118 rue Saint Nicolas, Montmagny, QC G5V 1W6, Canada",,,46.97663628,-70.55186033,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
MTMGPQ,MTMGPQU7002,ERA #3 Montmagny,"160 boulevard Tache Ouest, Montmagny, QC G5V 3W6, Canada",,,46.98440981,-70.55522919,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
MTMGPQ,MTMGPQU7003,ERA #4 Montmagny,"185 rue Saint Ignace, Montmagny, QC G5V 1R7, Canada",,,46.98022308,-70.55057287,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
MTMGPQ,MTMGPQU7004,ERA #5 Montmagny,"328 boulevard Tache Est, Montmagny, QC G5V 1C7, Canada",,,46.98500266,-70.54089546,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
MTMGPQ,MTMGPQU7005,ERA #6 Montmagny,"4 avenue des Canotiers, Montmagny, QC G5V 1E6, Canada",,,46.98511977,-70.54742932,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
MTMGPQ,MTMGPQU7006,ERA #7 Montmagny,"65 6e Av, Montmagny, QC G5V 3W1, Canada",,,46.97524175,-70.57391881,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
MTMGPQ,MTMGPQXB,Hutte Zone 4,"302 chemin Saint Leon, Montmagny, QC G5V 3R9, Canada",418-248-1107,418-234-1104,46.944681,-70.543728,,,Building,CO,Alexandre Lamarre,9532
MTMGPQ,MTMGPQXD,Hutte Zone 1 Montmagny,"689 boulevard Tache Ouest, Montmagny, QC G5V 3R8, Canada",418-248-1102,418-248-1110,46.96039,-70.636066,,,Building,CO,Alexandre Lamarre,9532
MTMGPQ,MTMGPQXQ,Central Montmagny,"20 6e Rue , Montmagny, QC G5V 3J2, Canada",418-248-1005,418-882-5137,46.975919,-70.563029,,,Building,CO,Alexandre Lamarre,9532
SPMTPQ,NDRRPQXQ,Central Notre-Dame-du-Rosaire,"70 rue Principale, Notre-Dame-du-Rosaire, QC G0R 2H0, Canada",418-469-1106,418-469-1142,46.82178,-70.386164,,,Building,CO,Alexandre Lamarre,9532
STPMPQ,SADAPQU7000,ERA #1 Saint-Adalbert,"route 204 Sud,Saint-Adalbert, QC, Canada.  (CIVIC : FRONT 289 route 204 Sud,Saint-Adalbert)",418-356-5169,,46.823922,-69.956143,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
